Общие колиформные бактерии (ОКБ)	отс.	836	24
Неизвестно (1000)	Тинистый	837	
Неизвестно (1001)	Тинистый	838	
Запах при 20C	1	839	
Неизвестно (1003)	19.6	840	
Цветность	11	841	
Мутность	<0.30	842	
Водородный показатель (pH)	7.1	843	
Железо общее	0.06	844	
Термотолерантные колиформные бактерии (ТКБ)	отс.	845	
Общее микробное число (ОМЧ)	отс.	846	
Остаточный хлор	0.22	847	
Неизвестно (5147)	1	849	
Неизвестно (5148)	Тинистый	850	
Общие колиформные бактерии (ОКБ)	отс.	851	
Неизвестно (1000)	Тинистый	852	12
Неизвестно (1001)	Тинистый	853	12
Запах при 20C	1	854	12
Неизвестно (1003)	19.1	855	12
Цветность	11	856	12
Мутность	<0.30	857	12
Водородный показатель (pH)	7.2	858	12
Железо общее	<0.05	859	12
Термотолерантные колиформные бактерии (ТКБ)	отс.	860	12
Общее микробное число (ОМЧ)	отс.	861	12
Остаточный хлор	0.13	862	12
Запах при 60C	1-2	863	12
Неизвестно (5147)	1	864	12
Неизвестно (5148)	Тинистый	865	12
Общие колиформные бактерии (ОКБ)	отс.	866	12
Неизвестно (1000)	Тинистый	867	17
Неизвестно (1001)	Тинистый	868	17
Запах при 20C	1-2	869	17
Неизвестно (1003)	20.4	870	17
Цветность	7	871	17
Мутность	0.41	872	17
Водородный показатель (pH)	7.3	873	17
Железо общее	0.05	874	17
Термотолерантные колиформные бактерии (ТКБ)	отс.	875	17
Общее микробное число (ОМЧ)	отс.	876	17
Остаточный хлор	0.22	877	17
Запах при 60C	2	878	17
Неизвестно (5147)	1-2	879	17
Неизвестно (5148)	Тинистый	880	17
Общие колиформные бактерии (ОКБ)	отс.	881	17
Неизвестно (1000)	Без запаха	882	15
Неизвестно (1001)	Тинистый	883	15
Неизвестно (1003)	20.5	885	15
Цветность	<5	886	15
Мутность	0.50	887	15
Водородный показатель (pH)	7.4	888	15
Железо общее	<0.05	889	15
Термотолерантные колиформные бактерии (ТКБ)	отс.	890	15
Общее микробное число (ОМЧ)	отс.	891	15
Остаточный хлор	0.24	892	15
Запах при 60C	1	893	15
Неизвестно (5147)	0	894	15
Неизвестно (5148)	Без привкуса	895	15
Общие колиформные бактерии (ОКБ)	отс.	896	15
Неизвестно (1000)	Тинистый	897	11
Неизвестно (1001)	Тинистый	898	11
Запах при 20C	1	899	11
Неизвестно (1003)	19.7	900	11
Цветность	7	901	11
Мутность	<0.30	902	11
Водородный показатель (pH)	7.3	903	11
Железо общее	<0.05	904	11
Термотолерантные колиформные бактерии (ТКБ)	отс.	905	11
Общее микробное число (ОМЧ)	отс.	906	11
Остаточный хлор	0.22	907	11
Запах при 60C	2	908	11
Неизвестно (5147)	1	909	11
Неизвестно (5148)	Тинистый	910	11
Общие колиформные бактерии (ОКБ)	отс.	911	11
Неизвестно (1000)	Тинистый	912	97
Неизвестно (1001)	Тинистый	913	97
Запах при 20C	1	914	97
Неизвестно (1003)	20.5	915	97
Цветность	10	916	97
Мутность	0.46	917	97
Водородный показатель (pH)	7.1	918	97
Железо общее	<0.05	919	97
Термотолерантные колиформные бактерии (ТКБ)	отс.	920	97
Общее микробное число (ОМЧ)	отс.	921	97
Остаточный хлор	0.13	922	97
Запах при 60C	1-2	923	97
Неизвестно (5147)	1	924	97
Неизвестно (5148)	Тинистый	925	97
Общие колиформные бактерии (ОКБ)	отс.	926	97
Неизвестно (1000)	Тинистый	927	89
Неизвестно (1001)	Тинистый	928	89
Запах при 20C	1	929	89
Неизвестно (1003)	21.1	930	89
Цветность	6	931	89
Мутность	<0.30	932	89
Водородный показатель (pH)	7.2	933	89
Железо общее	<0.05	934	89
Запах при 20C	1	809	19
Запах при 20C	0	884	15
Остаточный хлор	0.22	952	77
Термотолерантные колиформные бактерии (ТКБ)	отс.	935	89
Общее микробное число (ОМЧ)	отс.	936	89
Остаточный хлор	0.26	937	89
Запах при 60C	1-2	938	89
Неизвестно (5147)	1	939	89
Неизвестно (5148)	Тинистый	940	89
Общие колиформные бактерии (ОКБ)	отс.	941	89
Неизвестно (1000)	Хлорно-тинистый	942	77
Неизвестно (1001)	Тинистый	943	77
Запах при 20C	1	944	77
Неизвестно (1003)	22.6	945	77
Цветность	<5	946	77
Мутность	0.45	947	77
Водородный показатель (pH)	7.4	948	77
Железо общее	0.10	949	77
Термотолерантные колиформные бактерии (ТКБ)	отс.	950	77
Общее микробное число (ОМЧ)	отс.	951	77
Запах при 60C	1-2	953	77
Неизвестно (5147)	0-1	954	77
Неизвестно (5148)	Без привкуса	955	77
Общие колиформные бактерии (ОКБ)	отс.	956	77
Неизвестно (1000)	Тинистый	957	100
Неизвестно (1001)	Хлорно-тинистый	958	100
Запах при 20C	1-2	959	100
Неизвестно (1003)	21.1	960	100
Цветность	9	961	100
Мутность	0.48	962	100
Водородный показатель (pH)	7.1	963	100
Железо общее	0.05	964	100
Термотолерантные колиформные бактерии (ТКБ)	отс.	965	100
Общее микробное число (ОМЧ)	отс.	966	100
Остаточный хлор	0.35	967	100
Запах при 60C	1	968	100
Неизвестно (5147)	1	969	100
Неизвестно (5148)	Тинистый	970	100
Общие колиформные бактерии (ОКБ)	отс.	971	100
Неизвестно (1000)	Тинистый	972	78
Неизвестно (1001)	Тинистый	973	78
Запах при 20C	1	974	78
Неизвестно (1003)	21.3	975	78
Цветность	8	976	78
Мутность	0.32	977	78
Водородный показатель (pH)	7.2	978	78
Железо общее	0.07	979	78
Термотолерантные колиформные бактерии (ТКБ)	отс.	980	78
Общее микробное число (ОМЧ)	отс.	981	78
Остаточный хлор	0.13	982	78
Запах при 60C	1-2	983	78
Неизвестно (5147)	1	984	78
Неизвестно (5148)	Тинистый	985	78
Общие колиформные бактерии (ОКБ)	отс.	986	78
Неизвестно (1000)	Хлорно-тинистый	987	55
Неизвестно (1001)	Хлорно-тинистый	988	55
Запах при 20C	1-2	989	55
Неизвестно (1003)	21.8	990	55
Мутность	<0.30	992	55
Водородный показатель (pH)	7.2	993	55
Железо общее	<0.05	994	55
Термотолерантные колиформные бактерии (ТКБ)	отс.	995	55
Остаточный хлор	0.30	997	55
Запах при 60C	1-2	998	55
Неизвестно (5147)	1-2	999	55
Неизвестно (5148)	Хлорно-тинистый	1000	55
Общие колиформные бактерии (ОКБ)	отс.	1001	55
Неизвестно (1000)	Тинистый	1002	48
Неизвестно (1001)	Хлорно-тинистый	1003	48
Запах при 20C	1-2	1004	48
Неизвестно (1003)	19.3	1005	48
Цветность	9	1006	48
Мутность	<0.30	1007	48
Железо общее	<0.05	1009	48
Запах при 20C	1	1034	16
Термотолерантные колиформные бактерии (ТКБ)	отс.	1010	48
Общее микробное число (ОМЧ)	отс.	1011	48
Остаточный хлор	0.38	1012	48
Запах при 60C	1-2	1013	48
Неизвестно (5147)	1	1014	48
Неизвестно (5148)	Тинистый	1015	48
Общие колиформные бактерии (ОКБ)	отс.	1016	48
Неизвестно (1000)	Тинистый	1017	3
Неизвестно (1001)	Тинистый	1018	3
Запах при 20C	1-2	1019	3
Неизвестно (1003)	19.7	1020	3
Цветность	6	1021	3
Мутность	<0.30	1022	3
Водородный показатель (pH)	7.4	1023	3
Железо общее	<0.05	1024	3
Термотолерантные колиформные бактерии (ТКБ)	отс.	1025	3
Общее микробное число (ОМЧ)	отс.	1026	3
Остаточный хлор	0.25	1027	3
Запах при 60C	1-2	1028	3
Неизвестно (5147)	1-2	1029	3
Неизвестно (5148)	Тинистый	1030	3
Общие колиформные бактерии (ОКБ)	отс.	1031	3
Неизвестно (1000)	Тинистый	1032	16
Неизвестно (1001)	Тинистый	1033	16
Неизвестно (1003)	21.3	1035	16
Цветность	6	1036	16
Мутность	<0.30	1037	16
Водородный показатель (pH)	7.3	1038	16
Железо общее	<0.05	1039	16
Термотолерантные колиформные бактерии (ТКБ)	отс.	1040	16
Общее микробное число (ОМЧ)	отс.	1041	16
Остаточный хлор	0.19	1042	16
Запах при 60C	1-2	1043	16
Неизвестно (5147)	1	1044	16
Неизвестно (5148)	Тинистый	1045	16
Общие колиформные бактерии (ОКБ)	отс.	1046	16
Неизвестно (1000)	Тинистый	1047	
Неизвестно (1001)	Тинистый	1048	
Запах при 20C	1-2	1049	
Неизвестно (1003)	20.0	1050	
Цветность	8	1051	
Мутность	0.38	1052	
Водородный показатель (pH)	7.2	1053	
Железо общее	<0.05	1054	
Неизвестно (1003)	20.2	1485	69
Термотолерантные колиформные бактерии (ТКБ)	отс.	1055	
Общее микробное число (ОМЧ)	отс.	1056	
Остаточный хлор	0.38	1057	
Запах при 60C	1-2	1058	
Неизвестно (5147)	1-2	1059	
Неизвестно (5148)	Тинистый	1060	
Общие колиформные бактерии (ОКБ)	отс.	1061	
Неизвестно (1000)	Без запаха	1062	
Неизвестно (1001)	Хлорный	1063	
Запах при 20C	0-1	1064	
Неизвестно (1003)	23.5	1065	
Цветность	7	991	55
Цветность	5	1066	
Мутность	<0.30	1067	
Водородный показатель (pH)	7.4	1068	
Железо общее	<0.05	1069	
Термотолерантные колиформные бактерии (ТКБ)	отс.	1070	
Общее микробное число (ОМЧ)	отс.	1071	
Остаточный хлор	0.51	1072	
Запах при 60C	1-2	1073	
Неизвестно (5147)	0-1	1074	
Неизвестно (5148)	Без привкуса	1075	
Общие колиформные бактерии (ОКБ)	отс.	1076	
Неизвестно (1000)	Без запаха	1077	21
Неизвестно (1001)	Хлорный	1078	21
Неизвестно (1003)	19.6	1080	21
Цветность	<5	1081	21
Запах при 20C	0	1109	56
Мутность	<0.30	1082	21
Водородный показатель (pH)	7.4	1083	21
Железо общее	<0.05	1084	21
Термотолерантные колиформные бактерии (ТКБ)	отс.	1085	21
Общее микробное число (ОМЧ)	отс.	1086	21
Остаточный хлор	0.30	1087	21
Запах при 60C	1	1088	21
Неизвестно (5147)	0	1089	21
Неизвестно (5148)	Без привкуса	1090	21
Общие колиформные бактерии (ОКБ)	отс.	1091	21
Неизвестно (1000)	Без запаха	1092	31
Неизвестно (1001)	Хлорный	1093	31
Запах при 20C	0	1094	31
Неизвестно (1003)	21.0	1095	31
Цветность	<5	1096	31
Мутность	0.36	1097	31
Водородный показатель (pH)	7.4	1098	31
Железо общее	<0.05	1099	31
Термотолерантные колиформные бактерии (ТКБ)	отс.	1100	31
Общее микробное число (ОМЧ)	отс.	1101	31
Остаточный хлор	0.36	1102	31
Запах при 60C	1	1103	31
Неизвестно (5147)	0	1104	31
Неизвестно (5148)	Без привкуса	1105	31
Общие колиформные бактерии (ОКБ)	отс.	1106	31
Неизвестно (1000)	Без запаха	1107	56
Неизвестно (1001)	Хлорный	1108	56
Неизвестно (1003)	21.0	1110	56
Мутность	0.86	1112	56
Водородный показатель (pH)	7.3	1113	56
Железо общее	0.11	1114	56
Термотолерантные колиформные бактерии (ТКБ)	отс.	1115	56
Общее микробное число (ОМЧ)	отс.	1116	56
Остаточный хлор	0.58	1117	56
Запах при 60C	1	1118	56
Неизвестно (5147)	0	1119	56
Неизвестно (5148)	Без привкуса	1120	56
Общие колиформные бактерии (ОКБ)	отс.	1121	56
Неизвестно (1000)	Тинистый	1122	83
Неизвестно (1001)	Тинистый	1123	83
Запах при 20C	1-2	1124	83
Неизвестно (1003)	18.7	1125	83
Цветность	9	1126	83
Мутность	<0.30	1127	83
Водородный показатель (pH)	7.2	1128	83
Железо общее	<0.05	1129	83
Термотолерантные колиформные бактерии (ТКБ)	отс.	1130	83
Общее микробное число (ОМЧ)	отс.	1131	83
Остаточный хлор	0.22	1132	83
Запах при 60C	2	1133	83
Неизвестно (5147)	1-2	1134	83
Неизвестно (5148)	Тинистый	1135	83
Общие колиформные бактерии (ОКБ)	отс.	1136	83
Неизвестно (1000)	Хлорный	1137	66
Неизвестно (1001)	Хлорный	1138	66
Запах при 20C	1	1139	66
Неизвестно (1003)	20.3	1140	66
Цветность	<5	1141	66
Мутность	0.36	1142	66
Водородный показатель (pH)	7.4	1143	66
Железо общее	0.08	1144	66
Термотолерантные колиформные бактерии (ТКБ)	отс.	1145	66
Общее микробное число (ОМЧ)	отс.	1146	66
Остаточный хлор	0.37	1147	66
Запах при 60C	1	1148	66
Неизвестно (5147)	0	1149	66
Неизвестно (5148)	Без привкуса	1150	66
Общие колиформные бактерии (ОКБ)	отс.	1151	66
Неизвестно (1000)	Хлорный	1152	1
Неизвестно (1001)	Хлорный	1153	1
Запах при 20C	1	1154	1
Неизвестно (1003)	19.7	1155	1
Водородный показатель (pH)	7.2	1008	48
Цветность	<5	1156	1
Мутность	<0.30	1157	1
Водородный показатель (pH)	7.3	1158	1
Железо общее	<0.05	1159	1
Термотолерантные колиформные бактерии (ТКБ)	отс.	1160	1
Общее микробное число (ОМЧ)	отс.	1161	1
Остаточный хлор	0.74	1162	1
Запах при 60C	1	1163	1
Неизвестно (5147)	0	1164	1
Неизвестно (5148)	Без привкуса	1165	1
Общие колиформные бактерии (ОКБ)	отс.	1166	1
Неизвестно (1000)	Без запаха	1167	
Неизвестно (1001)	Хлорный	1168	
Запах при 20C	0	1169	
Неизвестно (1003)	20.8	1170	
Цветность	<5	1171	
Мутность	<0.30	1172	
Водородный показатель (pH)	7.3	1173	
Железо общее	<0.05	1174	
Термотолерантные колиформные бактерии (ТКБ)	отс.	1175	
Общее микробное число (ОМЧ)	отс.	1176	
Остаточный хлор	0.42	1177	
Запах при 60C	1	1178	
Неизвестно (5147)	0	1179	
Неизвестно (5148)	Без привкуса	1180	
Общие колиформные бактерии (ОКБ)	отс.	1181	
Неизвестно (1000)	Тинистый	1182	82
Неизвестно (1001)	Хлорно-тинистый	1183	82
Неизвестно (1003)	18.0	1185	82
Цветность	5	1186	82
Мутность	<0.30	1187	82
Водородный показатель (pH)	7.3	1188	82
Железо общее	<0.05	1189	82
Термотолерантные колиформные бактерии (ТКБ)	отс.	1190	82
Общее микробное число (ОМЧ)	отс.	1191	82
Остаточный хлор	0.36	1192	82
Запах при 60C	1	1193	82
Неизвестно (5147)	0	1194	82
Неизвестно (5148)	Без привкуса	1195	82
Общие колиформные бактерии (ОКБ)	отс.	1196	82
Неизвестно (1000)	Тинистый	1197	
Неизвестно (1001)	Тинистый	1198	
Запах при 20C	1-2	1199	
Неизвестно (1003)	21.6	1200	
Цветность	7	1201	
Мутность	<0.30	1202	
Водородный показатель (pH)	7.3	1203	
Железо общее	<0.05	1204	
Термотолерантные колиформные бактерии (ТКБ)	отс.	1205	
Общее микробное число (ОМЧ)	отс.	1206	
Остаточный хлор	0.29	1207	
Запах при 60C	2	1208	
Неизвестно (5147)	1-2	1209	
Неизвестно (5148)	Тинистый	1210	
Общие колиформные бактерии (ОКБ)	отс.	1211	
Неизвестно (1000)	Хлорно-тинистый	1212	
Неизвестно (1001)	Хлорно-тинистый	1213	
Неизвестно (1003)	19.4	1215	
Цветность	6	1216	
Мутность	<0.30	1217	
Водородный показатель (pH)	7.3	1218	
Железо общее	<0.05	1219	
Термотолерантные колиформные бактерии (ТКБ)	отс.	1220	
Общее микробное число (ОМЧ)	отс.	1221	
Остаточный хлор	0.67	1222	
Запах при 60C	1-2	1223	
Неизвестно (5147)	1	1224	
Неизвестно (5148)	Хлорно-тинистый	1225	
Цветность	<5	1111	56
Общие колиформные бактерии (ОКБ)	отс.	1226	
Неизвестно (1000)	Без запаха	1227	85
Неизвестно (1001)	Хлорно-тинистый	1228	85
Неизвестно (1003)	18.0	1230	85
Мутность	<0.30	1232	85
Водородный показатель (pH)	7.3	1233	85
Железо общее	<0.05	1234	85
Термотолерантные колиформные бактерии (ТКБ)	отс.	1235	85
Общее микробное число (ОМЧ)	отс.	1236	85
Остаточный хлор	0.39	1237	85
Запах при 60C	0-1	1238	85
Неизвестно (5147)	0	1239	85
Неизвестно (5148)	Без привкуса	1240	85
Общие колиформные бактерии (ОКБ)	отс.	1241	85
Неизвестно (1000)	Без запаха	1242	
Неизвестно (1001)	Хлорный	1243	
Запах при 20C	0	1244	
Неизвестно (1003)	18.0	1245	
Цветность	7	1246	
Мутность	<0.30	1247	
Водородный показатель (pH)	7.3	1248	
Железо общее	0.05	1249	
Термотолерантные колиформные бактерии (ТКБ)	отс.	1250	
Общее микробное число (ОМЧ)	отс.	1251	
Остаточный хлор	0.36	1252	
Запах при 60C	1-2	1253	
Неизвестно (5147)	0	1254	
Неизвестно (5148)	Без привкуса	1255	
Общие колиформные бактерии (ОКБ)	отс.	1256	
Неизвестно (1000)	Тинистый	1257	
Неизвестно (1001)	Тинистый	1258	
Запах при 20C	1-2	1259	
Неизвестно (1003)	19.6	1260	
Цветность	8	1261	
Мутность	0.78	1262	
Водородный показатель (pH)	7.3	1263	
Железо общее	<0.05	1264	
Термотолерантные колиформные бактерии (ТКБ)	отс.	1265	
Общее микробное число (ОМЧ)	отс.	1266	
Остаточный хлор	0.21	1267	
Запах при 60C	1-2	1268	
Неизвестно (5147)	1-2	1269	
Неизвестно (5148)	Тинистый	1270	
Общие колиформные бактерии (ОКБ)	отс.	1271	
Неизвестно (1000)	Хлорный	1272	
Неизвестно (1001)	Хлорный	1273	
Запах при 20C	1	1274	
Запах при 20C	1	1184	82
Неизвестно (1003)	16.3	1275	
Цветность	8	1276	
Мутность	<0.30	1277	
Водородный показатель (pH)	7.3	1278	
Железо общее	<0.05	1279	
Термотолерантные колиформные бактерии (ТКБ)	отс.	1280	
Общее микробное число (ОМЧ)	отс.	1281	
Остаточный хлор	0.43	1282	
Запах при 60C	1	1283	
Неизвестно (5147)	0	1284	
Неизвестно (5148)	Без привкуса	1285	
Общие колиформные бактерии (ОКБ)	отс.	1286	
Неизвестно (1000)	Тинистый	1287	95
Неизвестно (1001)	Тинистый	1288	95
Запах при 20C	1	1289	95
Неизвестно (1003)	20.8	1290	95
Цветность	5	1291	95
Мутность	0.54	1292	95
Водородный показатель (pH)	7.3	1293	95
Железо общее	<0.05	1294	95
Термотолерантные колиформные бактерии (ТКБ)	отс.	1295	95
Общее микробное число (ОМЧ)	отс.	1296	95
Остаточный хлор	0.12	1297	95
Запах при 20C	1	168	40
Запах при 60C	1-2	1329	
Запах при 60C	1-2	1298	95
Неизвестно (5147)	1	1299	95
Неизвестно (5148)	Тинистый	1300	95
Общие колиформные бактерии (ОКБ)	отс.	1301	95
Неизвестно (1000)	Без запаха	1302	
Неизвестно (1001)	Без запаха	1303	
Запах при 20C	0	1304	
Неизвестно (1003)	17.5	1305	
Цветность	<5	1306	
Мутность	<0.30	1307	
Водородный показатель (pH)	7.3	1308	
Железо общее	<0.05	1309	
Термотолерантные колиформные бактерии (ТКБ)	отс.	1310	
Общее микробное число (ОМЧ)	отс.	1311	
Остаточный хлор	0.71	1312	
Запах при 60C	0	1313	
Неизвестно (5147)	0	1314	
Цветность	<5	1681	39
Неизвестно (5148)	Без привкуса	1315	
Общие колиформные бактерии (ОКБ)	отс.	1316	
Неизвестно (1000)	Хлорно-тинистый	1317	
Неизвестно (1001)	Хлорно-тинистый	1318	
Запах при 20C	1	1319	
Неизвестно (1003)	18.5	1320	
Цветность	8	1321	
Мутность	0.33	1322	
Водородный показатель (pH)	7.4	1323	
Железо общее	<0.05	1324	
Термотолерантные колиформные бактерии (ТКБ)	отс.	1325	
Запах при 60C	1-2	1326	4
Общее микробное число (ОМЧ)	отс.	1327	
Остаточный хлор	0.55	1328	
Неизвестно (5147)	1	1330	
Неизвестно (5148)	Хлорно-тинистый	1331	
Общие колиформные бактерии (ОКБ)	отс.	1332	
Неизвестно (1000)	Тинистый	1333	35
Неизвестно (1001)	Хлорно-тинистый	1334	35
Запах при 20C	1-2	1335	35
Неизвестно (1003)	20.1	1336	35
Цветность	5	1337	35
Мутность	<0.30	1338	35
Водородный показатель (pH)	7.3	1339	35
Железо общее	<0.05	1340	35
Термотолерантные колиформные бактерии (ТКБ)	отс.	1341	35
Общее микробное число (ОМЧ)	отс.	1342	35
Остаточный хлор	0.29	1343	35
Запах при 60C	1-2	1344	35
Неизвестно (5147)	1	1345	35
Неизвестно (5148)	Тинистый	1346	35
Общие колиформные бактерии (ОКБ)	отс.	1347	35
Неизвестно (1000)	Хлорный	1348	87
Неизвестно (1001)	Хлорный	1349	87
Запах при 20C	1	1350	87
Неизвестно (1003)	19.9	1351	87
Мутность	<0.30	1353	87
Водородный показатель (pH)	7.3	1354	87
Железо общее	<0.05	1355	87
Термотолерантные колиформные бактерии (ТКБ)	отс.	1356	87
Общее микробное число (ОМЧ)	отс.	1357	87
Остаточный хлор	0.50	1358	87
Запах при 60C	1	1359	87
Неизвестно (5147)	0	1360	87
Неизвестно (5148)	Без привкуса	1361	87
Общие колиформные бактерии (ОКБ)	отс.	1362	87
Неизвестно (1000)	Без запаха	1363	34
Неизвестно (1001)	Хлорный	1364	34
Запах при 20C	0	1365	34
Неизвестно (1003)	18.0	1366	34
Цветность	5	1367	34
Мутность	<0.30	1368	34
Водородный показатель (pH)	7.2	1369	34
Железо общее	<0.05	1370	34
Термотолерантные колиформные бактерии (ТКБ)	отс.	1371	34
Общее микробное число (ОМЧ)	отс.	1372	34
Неизвестно (5147)	1	313	
Запах при 20C	0	1229	85
Цветность	<5	1426	
Остаточный хлор	0.60	1373	34
Запах при 60C	1	1374	34
Неизвестно (5147)	0	1375	34
Неизвестно (5148)	Без привкуса	1376	34
Общие колиформные бактерии (ОКБ)	отс.	1377	34
Неизвестно (1000)	Тинистый	1378	23
Неизвестно (1001)	Тинистый	1379	23
Запах при 20C	1	1380	23
Неизвестно (1003)	20.0	1381	23
Цветность	5	1382	23
Мутность	0.45	1383	23
Водородный показатель (pH)	7.3	1384	23
Железо общее	<0.05	1385	23
Термотолерантные колиформные бактерии (ТКБ)	отс.	1386	23
Общее микробное число (ОМЧ)	отс.	1387	23
Остаточный хлор	0.34	1388	23
Запах при 60C	1-2	1389	23
Неизвестно (5147)	1-2	1390	23
Неизвестно (5148)	Тинистый	1391	23
Общие колиформные бактерии (ОКБ)	отс.	1392	23
Неизвестно (1000)	Хлорно-тинистый	1393	4
Неизвестно (1001)	Хлорно-тинистый	1394	4
Запах при 20C	1	1395	4
Неизвестно (1003)	19.2	1396	4
Цветность	6	1397	4
Мутность	<0.30	1398	4
Водородный показатель (pH)	7.4	1399	4
Железо общее	0.05	1400	4
Термотолерантные колиформные бактерии (ТКБ)	отс.	1401	4
Общее микробное число (ОМЧ)	отс.	1402	4
Остаточный хлор	0.72	1403	4
Неизвестно (5147)	1	1404	4
Неизвестно (5148)	Хлорно-тинистый	1405	4
Общие колиформные бактерии (ОКБ)	отс.	1406	4
Неизвестно (1000)	Без запаха	1407	63
Неизвестно (1001)	Хлорно-тинистый	1408	63
Запах при 20C	0	1409	63
Неизвестно (1003)	19.4	1410	63
Цветность	<5	1411	63
Мутность	<0.30	1412	63
Водородный показатель (pH)	7.3	1413	63
Железо общее	<0.05	1414	63
Термотолерантные колиформные бактерии (ТКБ)	отс.	1415	63
Общее микробное число (ОМЧ)	отс.	1416	63
Остаточный хлор	0.45	1417	63
Запах при 60C	1	1418	63
Неизвестно (5147)	0	1419	63
Неизвестно (5148)	Без привкуса	1420	63
Общие колиформные бактерии (ОКБ)	отс.	1421	63
Неизвестно (1000)	Без запаха	1422	
Неизвестно (1003)	20.3	1425	
Мутность	<0.30	1427	
Водородный показатель (pH)	7.3	1428	
Железо общее	<0.05	1429	
Термотолерантные колиформные бактерии (ТКБ)	отс.	1430	
Общее микробное число (ОМЧ)	отс.	1431	
Остаточный хлор	0.69	1432	
Запах при 60C	1	1433	
Неизвестно (5147)	0	1434	
Неизвестно (5148)	Без привкуса	1435	
Общие колиформные бактерии (ОКБ)	отс.	1436	
Неизвестно (1000)	Тинистый	1437	
Неизвестно (1001)	Тинистый	1438	
Запах при 20C	1-2	1439	
Неизвестно (1003)	21.3	1440	
Цветность	7	1441	
Мутность	0.30	1442	
Водородный показатель (pH)	7.3	1443	
Железо общее	<0.05	1444	
Термотолерантные колиформные бактерии (ТКБ)	отс.	1445	
Общее микробное число (ОМЧ)	отс.	1446	
Остаточный хлор	0.23	1447	
Запах при 60C	2	1448	
Неизвестно (5147)	1-2	1449	
Неизвестно (5148)	Тинистый	1450	
Общие колиформные бактерии (ОКБ)	отс.	1451	
Неизвестно (1000)	Хлорно-тинистый	1452	47
Неизвестно (1001)	Хлорно-тинистый	1453	47
Запах при 20C	1	1454	47
Неизвестно (1003)	19.4	1455	47
Цветность	7	1456	47
Мутность	<0.30	1457	47
Водородный показатель (pH)	7.3	1458	47
Железо общее	<0.05	1459	47
Термотолерантные колиформные бактерии (ТКБ)	отс.	1460	47
Общее микробное число (ОМЧ)	отс.	1461	47
Остаточный хлор	0.75	1462	47
Запах при 60C	1-2	1463	47
Неизвестно (5147)	1	1464	47
Неизвестно (5148)	Хлорно-тинистый	1465	47
Общие колиформные бактерии (ОКБ)	отс.	1466	47
Неизвестно (1000)	Хлорно-тинистый	1467	25
Неизвестно (1001)	Хлорно-тинистый	1468	25
Запах при 20C	1	1469	25
Неизвестно (1003)	15.0	1470	25
Цветность	<5	1471	25
Мутность	<0.30	1472	25
Водородный показатель (pH)	7.5	1473	25
Железо общее	<0.05	1474	25
Термотолерантные колиформные бактерии (ТКБ)	отс.	1475	25
Общее микробное число (ОМЧ)	отс.	1476	25
Остаточный хлор	0.78	1477	25
Запах при 60C	1-2	1478	25
Неизвестно (5147)	1	1479	25
Неизвестно (5148)	Хлорно-тинистый	1480	25
Общие колиформные бактерии (ОКБ)	отс.	1481	25
Неизвестно (1000)	Хлорно-тинистый	1482	69
Неизвестно (1001)	Хлорно-тинистый	1483	69
Цветность	<5	1486	69
Мутность	<0.30	1487	69
Водородный показатель (pH)	7.2	1488	69
Железо общее	0.06	1489	69
Термотолерантные колиформные бактерии (ТКБ)	отс.	1490	69
Общее микробное число (ОМЧ)	отс.	1491	69
Остаточный хлор	0.67	1492	69
Запах при 60C	1	1493	69
Неизвестно (5147)	1	1494	69
Неизвестно (5148)	Хлорно-тинистый	1495	69
Общие колиформные бактерии (ОКБ)	отс.	1496	69
Неизвестно (1000)	Тинистый	1497	94
Неизвестно (1001)	Тинистый	1498	94
Запах при 20C	0	1079	21
Запах при 20C	1	1499	94
Неизвестно (1003)	21.1	1500	94
Цветность	<5	1501	94
Мутность	<0.30	1502	94
Водородный показатель (pH)	7.3	1503	94
Железо общее	0.06	1504	94
Термотолерантные колиформные бактерии (ТКБ)	отс.	1505	94
Общее микробное число (ОМЧ)	отс.	1506	94
Остаточный хлор	0.27	1507	94
Запах при 60C	1-2	1508	94
Неизвестно (5147)	1	1509	94
Неизвестно (5148)	Тинистый	1510	94
Общие колиформные бактерии (ОКБ)	отс.	1511	94
Неизвестно (1000)	Тинистый	1512	13
Неизвестно (1001)	Хлорно-тинистый	1513	13
Неизвестно (1003)	18.1	1515	13
Цветность	<5	1516	13
Мутность	<0.30	1517	13
Водородный показатель (pH)	7.2	1518	13
Железо общее	<0.05	1519	13
Термотолерантные колиформные бактерии (ТКБ)	отс.	1520	13
Общее микробное число (ОМЧ)	отс.	1521	13
Остаточный хлор	0.47	1522	13
Запах при 60C	1	1523	13
Неизвестно (5147)	1	1524	13
Неизвестно (5148)	Тинистый	1525	13
Общие колиформные бактерии (ОКБ)	отс.	1526	13
Неизвестно (1000)	Тинистый	1527	45
Неизвестно (1001)	Хлорно-тинистый	1528	45
Запах при 20C	1	1529	45
Неизвестно (1003)	19.9	1530	45
Цветность	<5	1531	45
Мутность	<0.30	1532	45
Водородный показатель (pH)	7.4	1533	45
Железо общее	<0.05	1534	45
Термотолерантные колиформные бактерии (ТКБ)	отс.	1535	45
Общее микробное число (ОМЧ)	отс.	1536	45
Остаточный хлор	0.64	1537	45
Запах при 60C	1-2	1538	45
Неизвестно (5147)	1	1539	45
Неизвестно (5148)	Тинистый	1540	45
Мутность	<0.30	1682	39
Общие колиформные бактерии (ОКБ)	отс.	1541	45
