Дорожные работы	В период проведения измерений работы не проводились.	Винокурова ул., д. 24	28.05.2018	1	 	180	23
Строительный объект	В период проведения измерений работы не проводились.	Новочеремушкинская ул., д. 50К3	29.05.2018	1	 	181	88
Дорожные работы	В период проведения измерений работы не проводились.	Университетский пр-т, д. 5	29.05.2018	1	 	182	35
Строительный объект	В период проведения измерений работы не проводились.	Пересечение Ленинского проспекта с ул. Косыгина	06.06.2018	1	 	186	35
Строительный объект	"Зафиксирован повышенный уровень шума, обусловленный производством  		строительных работ в ночное время"	Болотниковская ул., вл. 36А	29.05.2018	2	"ОАТИ г. Москвы применены штрафные санкции в отношении виновных лиц.  		Управлением государственного экологического контроля Департамента  		природопользования и охраны окружающей среды г. Москвы ведется  		административное расследование"	184	87
Строительный объект	В период проведения измерений работы не проводились.	Новоясеневский тупик	28.06.2018	2	 	187	47
Строительный объект	В период проведения измерений работы не проводились.	Опарина Академика ул., 4	17.07.2018	1	 	188	63
Строительный объект	В период проведения измерений работы не проводились.	Новоясеневский проспект	17.07.2018	2	 	189	47
Строительный объект	В период проведения измерений работы не проводились.	Пересечение Ленинского проспекта с ул. Косыгина	18.07.2018	1	 	191	35
Строительный объект	В период проведения измерений работы не проводились.	Коньково район, кв. 44-47, корп. 16	18.07.2018	1	 	192	34
Строительный объект	"Зафиксирован повышенный уровень шума, обусловленный производством  		строительных работ в ночное время"	Новые Черемушки 12, корп. 6	18.07.2018	2	"Информация о факте нарушения направлена в ОАТИ г. Москвы и Управление  		государственного экологического контроля Департамента природопользования  		и охраны окружающей среды г. Москвы для привлечения виновных лиц к  		административной ответственности и пресечения"	193	95
Дорожные работы	В период проведения измерений работы не проводились.	Шверника ул., д. 11	18.07.2018	1	 	194	95
Строительный объект	В период проведения измерений работы не проводились.	Пилюгина Академика ул., вл. 22	22.07.2018	1	 	195	4
Дорожные работы	В период проведения измерений работы не проводились.	Ленинский пр-т, д. 66	23.07.2018	1	 	196	35
Строительный объект	"Зафиксирован повышенный уровень шума, обусловленный производством  		строительных работ в ночное время"	Болотниковская ул., вл. 36А	13.08.2018	1	"Информация о факте нарушения направлена в ОАТИ г. Москвы и Управление  		государственного экологического контроля Департамента природопользования  		и охраны окружающей среды г. Москвы для привлечения виновных лиц к  		административной ответственности и пресечения"	197	87
Строительный объект	"Зафиксирован повышенный уровень шума, обусловленный производством  		строительных работ в ночное время"	Академический р-н, кв. 12, корп. 17 (ул. Гримау, вл. 11А, стр. 1, 2)	14.08.2018	6	"Информация о факте нарушения направлена в ОАТИ г. Москвы и Управление  		государственного экологического контроля Департамента природопользования  		и охраны окружающей среды г. Москвы для привлечения виновных лиц к  		административной ответственности и пресечения"	198	95
Строительный объект	В период проведения измерений работы не проводились.	Ленинский пр-т, д. 60/2	21.08.2018	1	 	199	35
Строительный объект	В период проведения измерений работы не проводились.	Севастопольский пр-т, д. 3, корп. 2	21.08.2018	1	 	200	56
Строительный объект	Запланирован выезд с целью проведения измерений уровней шума.	Берёзовой рощи пр., 12		1	 	12	38
Дорожные работы	"Во время проведения измерений, строительные работы не проводились.  		Измерены фоновые уровни шума"	Планетная ул., д. 2	13.08.2018	1	 	13	27
Строительный объект	В период проведения измерений работы не проводились.	Тухачевского Маршала ул., д. 49	30.07.2018	1	 	115	50
Дорожные работы	В период проведения измерений работы не проводились.	Васнцева пер., д. 11, стр. 1	14.08.2018	1	 	165	64
Дорожные работы	В период проведения измерений работы не проводились.	Балканский Б. пер., д. 13К3	14.08.2018	2	 	166	80
